year,team,conference,poll_week,rank,rank_numeric,table_id
2011,Baylor,Big 12,Final,3.0,3,1
2011,Tennessee,SEC,Final,4.0,4,1
2011,Xavier,A-10,Final,5.0,5,1
2011,Duke,ACC,Final,6.0,6,1
2011,Texas A&M,Big 12,Final,7.0,7,1
2011,UCLA,Pac-10,Final,8.0,8,1
2011,Notre Dame,Big East,Final,9.0,9,1
2011,DePaul,Big East,Final,10.0,10,1
2011,Miami (FL),ACC,Final,11.0,11,1
2011,Michigan State,Big Ten,Final,12.0,12,1
2011,Green Bay,Horizon,Final,13.0,13,1
2011,UNC,ACC,Final,14.0,14,1
2011,Florida State,ACC,Final,15.0,15,1
2011,Maryland,ACC,Final,16.0,16,1
2011,Kentucky,SEC,Final,17.0,17,1
2011,Ohio State,Big Ten,Final,18.0,18,1
2011,Marist,MAAC,Final,19.0,19,1
2011,Gonzaga,WCC,Final,20.0,20,1
2011,Oklahoma,Big 12,Final,21.0,21,1
2011,Georgetown,Big East,Final,22.0,22,1
2011,Georgia Tech,ACC,Final,23.0,23,1
2011,Marquette,Big East,Final,24.0,24,1
2011,Iowa,Big Ten,Final,25.0,25,1
2011,UConn,Big East,11/15,1.0,1,1
2011,Stanford,Pac-10,11/15,3.0,3,1
2011,Baylor,Big 12,11/15,2.0,2,1
2011,Tennessee,SEC,11/15,4.0,4,1
2011,Xavier,A-10,11/15,5.0,5,1
2011,Duke,ACC,11/15,6.0,6,1
2011,Texas A&M,Big 12,11/15,8.0,8,1
2011,UCLA,Pac-10,11/15,15.0,15,1
2011,Notre Dame,Big East,11/15,12.0,12,1
2011,Michigan State,Big Ten,11/15,25.0,25,1
2011,UNC,ACC,11/15,14.0,14,1
2011,Florida State,ACC,11/15,16.0,16,1
2011,Maryland,ACC,11/15,21.0,21,1
2011,Kentucky,SEC,11/15,9.0,9,1
2011,Ohio State,Big Ten,11/15,7.0,7,1
2011,Oklahoma,Big 12,11/15,11.0,11,1
2011,Georgetown,Big East,11/15,13.0,13,1
2011,Iowa,Big Ten,11/15,22.0,22,1
2011,Iowa State,Big 12,11/15,19.0,19,1
2011,West Virginia,Big East,11/15,10.0,10,1
2011,Georgia,SEC,11/15,18.0,18,1
2011,St. John's (NY),Big East,11/15,20.0,20,1
2011,Texas,Big 12,11/15,17.0,17,1
2011,Vanderbilt,SEC,11/15,23.0,23,1
2011,TCU,MWC,11/15,24.0,24,1
2011,UConn,Big East,11/29,1.0,1,1
2011,Stanford,Pac-10,11/29,3.0,3,1
2011,Baylor,Big 12,11/29,2.0,2,1
2011,Tennessee,SEC,11/29,9.0,9,1
2011,Xavier,A-10,11/29,4.0,4,1
2011,Duke,ACC,11/29,5.0,5,1
2011,Texas A&M,Big 12,11/29,7.0,7,1
2011,UCLA,Pac-10,11/29,13.0,13,1
2011,Notre Dame,Big East,11/29,16.0,16,1
2011,Michigan State,Big Ten,11/29,25.0,25,1
2011,UNC,ACC,11/29,14.0,14,1
2011,Florida State,ACC,11/29,15.0,15,1
2011,Maryland,ACC,11/29,22.0,22,1
2011,Kentucky,SEC,11/29,8.0,8,1
2011,Ohio State,Big Ten,11/29,6.0,6,1
2011,Oklahoma,Big 12,11/29,11.0,11,1
2011,Georgetown,Big East,11/29,12.0,12,1
2011,Iowa,Big Ten,11/29,18.0,18,1
2011,Iowa State,Big 12,11/29,19.0,19,1
2011,West Virginia,Big East,11/29,10.0,10,1
2011,Georgia,SEC,11/29,21.0,21,1
2011,St. John's (NY),Big East,11/29,20.0,20,1
2011,Texas,Big 12,11/29,17.0,17,1
2011,Vanderbilt,SEC,11/29,23.0,23,1
2011,Nebraska,Big 12,11/29,24.0,24,1
2011,UConn,Big East,12/6,1.0,1,1
2011,Stanford,Pac-10,12/6,3.0,3,1
2011,Baylor,Big 12,12/6,2.0,2,1
2011,Tennessee,SEC,12/6,8.0,8,1
2011,Xavier,A-10,12/6,4.0,4,1
2011,Duke,ACC,12/6,5.0,5,1
2011,Texas A&M,Big 12,12/6,7.0,7,1
2011,UCLA,Pac-10,12/6,10.0,10,1
2011,Notre Dame,Big East,12/6,18.0,18,1
2011,DePaul,Big East,12/6,24.0,24,1
2011,Michigan State,Big Ten,12/6,15.0,15,1
2011,Green Bay,Horizon,12/6,23.0,23,1
2011,UNC,ACC,12/6,12.0,12,1
2011,Florida State,ACC,12/6,17.0,17,1
2011,Maryland,ACC,12/6,22.0,22,1
2011,Kentucky,SEC,12/6,14.0,14,1
2011,Ohio State,Big Ten,12/6,6.0,6,1
2011,Oklahoma,Big 12,12/6,13.0,13,1
2011,Georgetown,Big East,12/6,11.0,11,1
2011,Iowa,Big Ten,12/6,19.0,19,1
2011,Iowa State,Big 12,12/6,16.0,16,1
2011,West Virginia,Big East,12/6,9.0,9,1
2011,Georgia,SEC,12/6,25.0,25,1
2011,St. John's (NY),Big East,12/6,20.0,20,1
2011,Texas,Big 12,12/6,21.0,21,1
2011,UConn,Big East,12/20,1.0,1,1
2011,Stanford,Pac-10,12/20,8.0,8,1
2011,Baylor,Big 12,12/20,2.0,2,1
2011,Tennessee,SEC,12/20,5.0,5,1
2011,Xavier,A-10,12/20,4.0,4,1
2011,Duke,ACC,12/20,3.0,3,1
2011,Texas A&M,Big 12,12/20,7.0,7,1
2011,UCLA,Pac-10,12/20,9.0,9,1
2011,Notre Dame,Big East,12/20,17.0,17,1
2011,DePaul,Big East,12/20,16.0,16,1
2011,Michigan State,Big Ten,12/20,12.0,12,1
2011,UNC,ACC,12/20,10.0,10,1
2011,Florida State,ACC,12/20,22.0,22,1
2011,Maryland,ACC,12/20,19.0,19,1
2011,Kentucky,SEC,12/20,11.0,11,1
2011,Ohio State,Big Ten,12/20,13.0,13,1
2011,Oklahoma,Big 12,12/20,15.0,15,1
2011,Georgetown,Big East,12/20,20.0,20,1
2011,Iowa,Big Ten,12/20,14.0,14,1
2011,Iowa State,Big 12,12/20,21.0,21,1
2011,West Virginia,Big East,12/20,6.0,6,1
2011,Arkansas,SEC,12/20,25.0,25,1
2011,Syracuse,Big East,12/20,23.0,23,1
2011,St. John's (NY),Big East,12/20,18.0,18,1
2011,Boston College,ACC,12/20,24.0,24,1
2011,UConn,Big East,12/27,1.0,1,1
2011,Stanford,Pac-10,12/27,9.0,9,1
2011,Baylor,Big 12,12/27,2.0,2,1
2011,Tennessee,SEC,12/27,5.0,5,1
2011,Xavier,A-10,12/27,4.0,4,1
2011,Duke,ACC,12/27,3.0,3,1
2011,Texas A&M,Big 12,12/27,7.0,7,1
2011,UCLA,Pac-10,12/27,8.0,8,1
2011,Notre Dame,Big East,12/27,16.0,16,1
2011,DePaul,Big East,12/27,21.0,21,1
2011,Michigan State,Big Ten,12/27,12.0,12,1
2011,UNC,ACC,12/27,10.0,10,1
2011,Florida State,ACC,12/27,25.0,25,1
2011,Maryland,ACC,12/27,18.0,18,1
2011,Kentucky,SEC,12/27,11.0,11,1
2011,Ohio State,Big Ten,12/27,13.0,13,1
2011,Oklahoma,Big 12,12/27,15.0,15,1
2011,Georgetown,Big East,12/27,19.0,19,1
2011,Iowa,Big Ten,12/27,14.0,14,1
2011,Iowa State,Big 12,12/27,20.0,20,1
2011,West Virginia,Big East,12/27,6.0,6,1
2011,Arkansas,SEC,12/27,22.0,22,1
2011,Syracuse,Big East,12/27,24.0,24,1
2011,St. John's (NY),Big East,12/27,17.0,17,1
2011,Texas,Big 12,12/27,23.0,23,1
2011,UConn,Big East,1/3,2.0,2,1
2011,Stanford,Pac-10,1/3,4.0,4,1
2011,Baylor,Big 12,1/3,1.0,1,1
2011,Tennessee,SEC,1/3,5.0,5,1
2011,Xavier,A-10,1/3,9.0,9,1
2011,Duke,ACC,1/3,3.0,3,1
2011,Texas A&M,Big 12,1/3,7.0,7,1
2011,UCLA,Pac-10,1/3,12.0,12,1
2011,Notre Dame,Big East,1/3,13.0,13,1
2011,DePaul,Big East,1/3,16.0,16,1
2011,Michigan State,Big Ten,1/3,11.0,11,1
2011,UNC,ACC,1/3,8.0,8,1
2011,Florida State,ACC,1/3,24.0,24,1
2011,Maryland,ACC,1/3,14.0,14,1
2011,Kentucky,SEC,1/3,10.0,10,1
2011,Ohio State,Big Ten,1/3,20.0,20,1
2011,Oklahoma,Big 12,1/3,19.0,19,1
2011,Georgetown,Big East,1/3,15.0,15,1
2011,Iowa,Big Ten,1/3,21.0,21,1
2011,Iowa State,Big 12,1/3,17.0,17,1
2011,West Virginia,Big East,1/3,6.0,6,1
2011,Arkansas,SEC,1/3,25.0,25,1
2011,Syracuse,Big East,1/3,23.0,23,1
2011,St. John's (NY),Big East,1/3,18.0,18,1
2011,Texas,Big 12,1/3,22.0,22,1
2011,UConn,Big East,1/10,2.0,2,1
2011,Stanford,Pac-10,1/10,4.0,4,1
2011,Baylor,Big 12,1/10,1.0,1,1
2011,Tennessee,SEC,1/10,5.0,5,1
2011,Xavier,A-10,1/10,8.0,8,1
2011,Duke,ACC,1/10,3.0,3,1
2011,Texas A&M,Big 12,1/10,7.0,7,1
2011,UCLA,Pac-10,1/10,10.0,10,1
2011,Notre Dame,Big East,1/10,12.0,12,1
2011,DePaul,Big East,1/10,14.0,14,1
2011,Miami (FL),ACC,1/10,22.0,22,1
2011,Michigan State,Big Ten,1/10,9.0,9,1
2011,Green Bay,Horizon,1/10,23.0,23,1
2011,UNC,ACC,1/10,11.0,11,1
2011,Florida State,ACC,1/10,21.0,21,1
2011,Maryland,ACC,1/10,13.0,13,1
2011,Kentucky,SEC,1/10,19.0,19,1
2011,Ohio State,Big Ten,1/10,24.0,24,1
2011,Oklahoma,Big 12,1/10,15.0,15,1
2011,Georgetown,Big East,1/10,18.0,18,1
2011,Iowa,Big Ten,1/10,16.0,16,1
2011,Iowa State,Big 12,1/10,17.0,17,1
2011,West Virginia,Big East,1/10,6.0,6,1
2011,Arkansas,SEC,1/10,20.0,20,1
2011,Syracuse,Big East,1/10,25.0,25,1
2011,UConn,Big East,1/17,2.0,2,1
2011,Stanford,Pac-10,1/17,4.0,4,1
2011,Baylor,Big 12,1/17,1.0,1,1
2011,Tennessee,SEC,1/17,5.0,5,1
2011,Xavier,A-10,1/17,7.0,7,1
2011,Duke,ACC,1/17,3.0,3,1
2011,Texas A&M,Big 12,1/17,6.0,6,1
2011,UCLA,Pac-10,1/17,8.0,8,1
2011,Notre Dame,Big East,1/17,11.0,11,1
2011,DePaul,Big East,1/17,13.0,13,1
2011,Miami (FL),ACC,1/17,17.0,17,1
2011,Michigan State,Big Ten,1/17,12.0,12,1
2011,Green Bay,Horizon,1/17,21.0,21,1
2011,UNC,ACC,1/17,10.0,10,1
2011,Florida State,ACC,1/17,22.0,22,1
2011,Maryland,ACC,1/17,15.0,15,1
2011,Kentucky,SEC,1/17,19.0,19,1
2011,Ohio State,Big Ten,1/17,25.0,25,1
2011,Oklahoma,Big 12,1/17,14.0,14,1
2011,Georgetown,Big East,1/17,16.0,16,1
2011,Iowa,Big Ten,1/17,18.0,18,1
2011,Iowa State,Big 12,1/17,20.0,20,1
2011,West Virginia,Big East,1/17,9.0,9,1
2011,Georgia,SEC,1/17,24.0,24,1
2011,Arkansas,SEC,1/17,23.0,23,1
2011,UConn,Big East,1/24,2.0,2,1
2011,Stanford,Pac-10,1/24,4.0,4,1
2011,Baylor,Big 12,1/24,1.0,1,1
2011,Tennessee,SEC,1/24,5.0,5,1
2011,Xavier,A-10,1/24,7.0,7,1
2011,Duke,ACC,1/24,3.0,3,1
2011,Texas A&M,Big 12,1/24,6.0,6,1
2011,UCLA,Pac-10,1/24,11.0,11,1
2011,Notre Dame,Big East,1/24,9.0,9,1
2011,DePaul,Big East,1/24,12.0,12,1
2011,Miami (FL),ACC,1/24,16.0,16,1
2011,Michigan State,Big Ten,1/24,10.0,10,1
2011,Green Bay,Horizon,1/24,22.0,22,1
2011,UNC,ACC,1/24,15.0,15,1
2011,Florida State,ACC,1/24,21.0,21,1
2011,Maryland,ACC,1/24,14.0,14,1
2011,Kentucky,SEC,1/24,17.0,17,1
2011,Ohio State,Big Ten,1/24,24.0,24,1
2011,Oklahoma,Big 12,1/24,13.0,13,1
2011,Georgetown,Big East,1/24,19.0,19,1
2011,Georgia Tech,ACC,1/24,25.0,25,1
2011,Iowa,Big Ten,1/24,18.0,18,1
2011,Iowa State,Big 12,1/24,23.0,23,1
2011,West Virginia,Big East,1/24,8.0,8,1
2011,Georgia,SEC,1/24,20.0,20,1
2011,UConn,Big East,1/31,2.0,2,1
2011,Stanford,Pac-10,1/31,4.0,4,1
2011,Baylor,Big 12,1/31,1.0,1,1
2011,Tennessee,SEC,1/31,5.0,5,1
2011,Xavier,A-10,1/31,7.0,7,1
2011,Duke,ACC,1/31,3.0,3,1
2011,Texas A&M,Big 12,1/31,6.0,6,1
2011,UCLA,Pac-10,1/31,10.0,10,1
2011,Notre Dame,Big East,1/31,8.0,8,1
2011,DePaul,Big East,1/31,9.0,9,1
2011,Miami (FL),ACC,1/31,18.0,18,1
2011,Michigan State,Big Ten,1/31,11.0,11,1
2011,Green Bay,Horizon,1/31,21.0,21,1
2011,UNC,ACC,1/31,15.0,15,1
2011,Florida State,ACC,1/31,19.0,19,1
2011,Maryland,ACC,1/31,12.0,12,1
2011,Kentucky,SEC,1/31,16.0,16,1
2011,Oklahoma,Big 12,1/31,13.0,13,1
2011,Georgetown,Big East,1/31,17.0,17,1
2011,Georgia Tech,ACC,1/31,25.0,25,1
2011,Marquette,Big East,1/31,23.0,23,1
2011,Iowa,Big Ten,1/31,20.0,20,1
2011,Iowa State,Big 12,1/31,22.0,22,1
2011,West Virginia,Big East,1/31,14.0,14,1
2011,Georgia,SEC,1/31,24.0,24,1
2011,UConn,Big East,2/7,2.0,2,1
2011,Stanford,Pac-10,2/7,3.0,3,1
2011,Baylor,Big 12,2/7,1.0,1,1
2011,Tennessee,SEC,2/7,4.0,4,1
2011,Xavier,A-10,2/7,7.0,7,1
2011,Duke,ACC,2/7,5.0,5,1
2011,Texas A&M,Big 12,2/7,6.0,6,1
2011,UCLA,Pac-10,2/7,9.0,9,1
2011,Notre Dame,Big East,2/7,8.0,8,1
2011,DePaul,Big East,2/7,10.0,10,1
2011,Miami (FL),ACC,2/7,20.0,20,1
2011,Michigan State,Big Ten,2/7,11.0,11,1
2011,Green Bay,Horizon,2/7,18.0,18,1
2011,UNC,ACC,2/7,13.0,13,1
2011,Florida State,ACC,2/7,19.0,19,1
2011,Maryland,ACC,2/7,12.0,12,1
2011,Kentucky,SEC,2/7,15.0,15,1
2011,Marist,MAAC,2/7,25.0,25,1
2011,Oklahoma,Big 12,2/7,14.0,14,1
2011,Georgetown,Big East,2/7,16.0,16,1
2011,Marquette,Big East,2/7,21.0,21,1
2011,Iowa State,Big 12,2/7,22.0,22,1
2011,West Virginia,Big East,2/7,17.0,17,1
2011,Georgia,SEC,2/7,24.0,24,1
2011,Penn State,Big Ten,2/7,23.0,23,1
2011,UConn,Big East,2/14,2.0,2,1
2011,Stanford,Pac-10,2/14,3.0,3,1
2011,Baylor,Big 12,2/14,1.0,1,1
2011,Tennessee,SEC,2/14,4.0,4,1
2011,Xavier,A-10,2/14,6.0,6,1
2011,Duke,ACC,2/14,7.0,7,1
2011,Texas A&M,Big 12,2/14,5.0,5,1
2011,UCLA,Pac-10,2/14,9.0,9,1
2011,Notre Dame,Big East,2/14,8.0,8,1
2011,DePaul,Big East,2/14,10.0,10,1
2011,Miami (FL),ACC,2/14,13.0,13,1
2011,Michigan State,Big Ten,2/14,11.0,11,1
2011,Green Bay,Horizon,2/14,17.0,17,1
2011,UNC,ACC,2/14,12.0,12,1
2011,Florida State,ACC,2/14,15.0,15,1
2011,Maryland,ACC,2/14,16.0,16,1
2011,Kentucky,SEC,2/14,19.0,19,1
2011,Marist,MAAC,2/14,24.0,24,1
2011,Gonzaga,WCC,2/14,25.0,25,1
2011,Oklahoma,Big 12,2/14,14.0,14,1
2011,Georgetown,Big East,2/14,18.0,18,1
2011,Marquette,Big East,2/14,22.0,22,1
2011,Iowa State,Big 12,2/14,20.0,20,1
2011,West Virginia,Big East,2/14,21.0,21,1
2011,Penn State,Big Ten,2/14,23.0,23,1
2011,UConn,Big East,2/21,1.0,1,1
2011,Stanford,Pac-10,2/21,2.0,2,1
2011,Baylor,Big 12,2/21,3.0,3,1
2011,Tennessee,SEC,2/21,4.0,4,1
2011,Xavier,A-10,2/21,6.0,6,1
2011,Duke,ACC,2/21,9.0,9,1
2011,Texas A&M,Big 12,2/21,5.0,5,1
2011,UCLA,Pac-10,2/21,11.0,11,1
2011,Notre Dame,Big East,2/21,8.0,8,1
2011,DePaul,Big East,2/21,7.0,7,1
2011,Miami (FL),ACC,2/21,12.0,12,1
2011,Michigan State,Big Ten,2/21,10.0,10,1
2011,Green Bay,Horizon,2/21,17.0,17,1
2011,UNC,ACC,2/21,13.0,13,1
2011,Florida State,ACC,2/21,14.0,14,1
2011,Maryland,ACC,2/21,15.0,15,1
2011,Kentucky,SEC,2/21,20.0,20,1
2011,Marist,MAAC,2/21,21.0,21,1
2011,Gonzaga,WCC,2/21,23.0,23,1
2011,Oklahoma,Big 12,2/21,16.0,16,1
2011,Georgetown,Big East,2/21,18.0,18,1
2011,Marquette,Big East,2/21,24.0,24,1
2011,Iowa State,Big 12,2/21,25.0,25,1
2011,West Virginia,Big East,2/21,19.0,19,1
2011,Georgia,SEC,2/21,22.0,22,1
2011,UConn,Big East,3/7,1.0,1,1
2011,Stanford,Pac-10,3/7,2.0,2,1
2011,Baylor,Big 12,3/7,3.0,3,1
2011,Tennessee,SEC,3/7,4.0,4,1
2011,Xavier,A-10,3/7,5.0,5,1
2011,Duke,ACC,3/7,6.0,6,1
2011,Texas A&M,Big 12,3/7,8.0,8,1
2011,UCLA,Pac-10,3/7,7.0,7,1
2011,Notre Dame,Big East,3/7,10.0,10,1
2011,DePaul,Big East,3/7,9.0,9,1
2011,Miami (FL),ACC,3/7,11.0,11,1
2011,Michigan State,Big Ten,3/7,12.0,12,1
2011,Green Bay,Horizon,3/7,13.0,13,1
2011,UNC,ACC,3/7,14.0,14,1
2011,Florida State,ACC,3/7,15.0,15,1
2011,Maryland,ACC,3/7,16.0,16,1
2011,Kentucky,SEC,3/7,17.0,17,1
2011,Ohio State,Big Ten,3/7,18.0,18,1
2011,Marist,MAAC,3/7,19.0,19,1
2011,Gonzaga,WCC,3/7,20.0,20,1
2011,Oklahoma,Big 12,3/7,21.0,21,1
2011,Georgetown,Big East,3/7,23.0,23,1
2011,Georgia Tech,ACC,3/7,24.0,24,1
2011,Marquette,Big East,3/7,25.0,25,1
2011,Houston,CUSA,3/7,22.0,22,1
2011,UConn,Big East,11/22,1.0,1,1
2011,Stanford,Pac-10,11/22,3.0,3,1
2011,Baylor,Big 12,11/22,2.0,2,1
2011,Tennessee,SEC,11/22,4.0,4,1
2011,Xavier,A-10,11/22,5.0,5,1
2011,Duke,ACC,11/22,6.0,6,1
2011,Texas A&M,Big 12,11/22,8.0,8,1
2011,UCLA,Pac-10,11/22,13.0,13,1
2011,Notre Dame,Big East,11/22,18.0,18,1
2011,Michigan State,Big Ten,11/22,25.0,25,1
2011,UNC,ACC,11/22,14.0,14,1
2011,Florida State,ACC,11/22,15.0,15,1
2011,Maryland,ACC,11/22,23.0,23,1
2011,Kentucky,SEC,11/22,9.0,9,1
2011,Ohio State,Big Ten,11/22,7.0,7,1
2011,Oklahoma,Big 12,11/22,11.0,11,1
2011,Georgetown,Big East,11/22,12.0,12,1
2011,Iowa,Big Ten,11/22,20.0,20,1
2011,Iowa State,Big 12,11/22,19.0,19,1
2011,West Virginia,Big East,11/22,10.0,10,1
2011,Georgia,SEC,11/22,17.0,17,1
2011,St. John's (NY),Big East,11/22,22.0,22,1
2011,Texas,Big 12,11/22,16.0,16,1
2011,Vanderbilt,SEC,11/22,24.0,24,1
2011,TCU,MWC,11/22,21.0,21,1
2012,Baylor,Big 12,Pre,1.0,1,1
2012,Stanford,Pac-12,Pre,5.0,5,1
2012,UConn,Big East,Pre,4.0,4,1
2012,Notre Dame,Big East,Pre,2.0,2,1
2012,Maryland,ACC,Pre,10.0,10,1
2012,Duke,ACC,Pre,8.0,8,1
2012,Miami (FL),ACC,Pre,7.0,7,1
2012,Tennessee,SEC,Pre,3.0,3,1
2012,Penn State,Big Ten,Pre,11.0,11,1
2012,Kentucky,SEC,Pre,17.0,17,1
2012,Purdue,Big Ten,Pre,16.0,16,1
2012,Ohio State,Big Ten,Pre,24.0,24,1
2012,Georgetown,Big East,Pre,14.0,14,1
2012,Louisville,Big East,Pre,9.0,9,1
2012,Georgia,SEC,Pre,12.0,12,1
2012,Texas A&M,Big 12,Pre,6.0,6,1
2012,Rutgers,Big East,Pre,15.0,15,1
2012,DePaul,Big East,Pre,18.0,18,1
2012,UNC,ACC,Pre,19.0,19,1
2012,Texas Tech,Big 12,Pre,25.0,25,1
2012,Oklahoma,Big 12,Pre,13.0,13,1
2012,LSU,SEC,Pre,20.0,20,1
2012,UCLA,Pac-12,Pre,22.0,22,1
2012,Florida State,ACC,Pre,21.0,21,1
2012,USC,Pac-12,Pre,23.0,23,1
2012,Baylor,Big 12,11/14,1.0,1,1
2012,Stanford,Pac-12,11/14,5.0,5,1
2012,UConn,Big East,11/14,4.0,4,1
2012,Notre Dame,Big East,11/14,2.0,2,1
2012,Maryland,ACC,11/14,10.0,10,1
2012,Duke,ACC,11/14,8.0,8,1
2012,Miami (FL),ACC,11/14,7.0,7,1
2012,Tennessee,SEC,11/14,3.0,3,1
2012,Penn State,Big Ten,11/14,11.0,11,1
2012,Kentucky,SEC,11/14,17.0,17,1
2012,Purdue,Big Ten,11/14,16.0,16,1
2012,Ohio State,Big Ten,11/14,24.0,24,1
2012,Georgetown,Big East,11/14,14.0,14,1
2012,Louisville,Big East,11/14,9.0,9,1
2012,Georgia,SEC,11/14,12.0,12,1
2012,Texas A&M,Big 12,11/14,6.0,6,1
2012,Rutgers,Big East,11/14,15.0,15,1
2012,DePaul,Big East,11/14,18.0,18,1
2012,UNC,ACC,11/14,19.0,19,1
2012,Texas Tech,Big 12,11/14,25.0,25,1
2012,Oklahoma,Big 12,11/14,13.0,13,1
2012,LSU,SEC,11/14,20.0,20,1
2012,UCLA,Pac-12,11/14,22.0,22,1
2012,Florida State,ACC,11/14,21.0,21,1
2012,USC,Pac-12,11/14,23.0,23,1
2012,Baylor,Big 12,11/21,1.0,1,1
2012,Stanford,Pac-12,11/21,3.0,3,1
2012,UConn,Big East,11/21,2.0,2,1
2012,Notre Dame,Big East,11/21,4.0,4,1
2012,Maryland,ACC,11/21,8.0,8,1
2012,Duke,ACC,11/21,7.0,7,1
2012,Miami (FL),ACC,11/21,9.0,9,1
2012,Tennessee,SEC,11/21,6.0,6,1
2012,Penn State,Big Ten,11/21,17.0,17,1
2012,Kentucky,SEC,11/21,14.0,14,1
2012,Purdue,Big Ten,11/21,15.0,15,1
2012,Ohio State,Big Ten,11/21,18.0,18,1
2012,Georgetown,Big East,11/21,21.0,21,1
2012,Louisville,Big East,11/21,11.0,11,1
2012,Georgia,SEC,11/21,10.0,10,1
2012,Texas A&M,Big 12,11/21,5.0,5,1
2012,Rutgers,Big East,11/21,13.0,13,1
2012,DePaul,Big East,11/21,23.0,23,1
2012,UNC,ACC,11/21,16.0,16,1
2012,Texas Tech,Big 12,11/21,19.0,19,1
2012,Texas,Big 12,11/21,24.0,24,1
2012,Oklahoma,Big 12,11/21,12.0,12,1
2012,LSU,SEC,11/21,20.0,20,1
2012,Virginia,ACC,11/21,22.0,22,1
2012,UCLA,Pac-12,11/21,25.0,25,1
2012,Baylor,Big 12,11/28,1.0,1,1
2012,Stanford,Pac-12,11/28,5.0,5,1
2012,UConn,Big East,11/28,2.0,2,1
2012,Notre Dame,Big East,11/28,3.0,3,1
2012,Maryland,ACC,11/28,6.0,6,1
2012,Duke,ACC,11/28,7.0,7,1
2012,Delaware,CAA,11/28,24.0,24,1
2012,Miami (FL),ACC,11/28,9.0,9,1
2012,Tennessee,SEC,11/28,8.0,8,1
2012,Green Bay,Horizon,11/28,23.0,23,1
2012,Penn State,Big Ten,11/28,16.0,16,1
2012,Kentucky,SEC,11/28,12.0,12,1
2012,Purdue,Big Ten,11/28,13.0,13,1
2012,Ohio State,Big Ten,11/28,17.0,17,1
2012,Georgetown,Big East,11/28,20.0,20,1
2012,Louisville,Big East,11/28,10.0,10,1
2012,Georgia,SEC,11/28,15.0,15,1
2012,Texas A&M,Big 12,11/28,4.0,4,1
2012,Rutgers,Big East,11/28,11.0,11,1
2012,DePaul,Big East,11/28,22.0,22,1
2012,UNC,ACC,11/28,14.0,14,1
2012,Texas Tech,Big 12,11/28,19.0,19,1
2012,Vanderbilt,SEC,11/28,25.0,25,1
2012,Texas,Big 12,11/28,21.0,21,1
2012,Oklahoma,Big 12,11/28,18.0,18,1
2012,Baylor,Big 12,12/5,1.0,1,1
2012,Stanford,Pac-12,12/5,4.0,4,1
2012,UConn,Big East,12/5,2.0,2,1
2012,Notre Dame,Big East,12/5,3.0,3,1
2012,Maryland,ACC,12/5,5.0,5,1
2012,Duke,ACC,12/5,6.0,6,1
2012,Delaware,CAA,12/5,22.0,22,1
2012,Miami (FL),ACC,12/5,9.0,9,1
2012,Tennessee,SEC,12/5,7.0,7,1
2012,Green Bay,Horizon,12/5,21.0,21,1
2012,Penn State,Big Ten,12/5,17.0,17,1
2012,Kentucky,SEC,12/5,10.0,10,1
2012,Purdue,Big Ten,12/5,12.0,12,1
2012,Ohio State,Big Ten,12/5,13.0,13,1
2012,Georgetown,Big East,12/5,19.0,19,1
2012,Louisville,Big East,12/5,15.0,15,1
2012,Georgia,SEC,12/5,14.0,14,1
2012,Texas A&M,Big 12,12/5,8.0,8,1
2012,Rutgers,Big East,12/5,11.0,11,1
2012,DePaul,Big East,12/5,20.0,20,1
2012,UNC,ACC,12/5,18.0,18,1
2012,Texas Tech,Big 12,12/5,16.0,16,1
2012,Vanderbilt,SEC,12/5,23.0,23,1
2012,Texas,Big 12,12/5,25.0,25,1
2012,Oklahoma,Big 12,12/5,24.0,24,1
2012,Baylor,Big 12,12/19,1.0,1,1
2012,Stanford,Pac-12,12/19,4.0,4,1
2012,UConn,Big East,12/19,2.0,2,1
2012,Notre Dame,Big East,12/19,3.0,3,1
2012,Maryland,ACC,12/19,5.0,5,1
2012,Duke,ACC,12/19,9.0,9,1
2012,Delaware,CAA,12/19,19.0,19,1
2012,Miami (FL),ACC,12/19,7.0,7,1
2012,Tennessee,SEC,12/19,6.0,6,1
2012,Green Bay,Horizon,12/19,18.0,18,1
2012,Penn State,Big Ten,12/19,16.0,16,1
2012,Kentucky,SEC,12/19,8.0,8,1
2012,Purdue,Big Ten,12/19,20.0,20,1
2012,Ohio State,Big Ten,12/19,11.0,11,1
2012,Georgetown,Big East,12/19,17.0,17,1
2012,Nebraska,Big Ten,12/19,24.0,24,1
2012,Louisville,Big East,12/19,14.0,14,1
2012,Georgia,SEC,12/19,13.0,13,1
2012,Texas A&M,Big 12,12/19,10.0,10,1
2012,Rutgers,Big East,12/19,12.0,12,1
2012,DePaul,Big East,12/19,21.0,21,1
2012,UNC,ACC,12/19,23.0,23,1
2012,Texas Tech,Big 12,12/19,15.0,15,1
2012,Vanderbilt,SEC,12/19,25.0,25,1
2012,Texas,Big 12,12/19,22.0,22,1
2012,Baylor,Big 12,12/26,1.0,1,1
2012,Stanford,Pac-12,12/26,4.0,4,1
2012,UConn,Big East,12/26,2.0,2,1
2012,Notre Dame,Big East,12/26,3.0,3,1
2012,Maryland,ACC,12/26,5.0,5,1
2012,Duke,ACC,12/26,8.0,8,1
2012,Delaware,CAA,12/26,19.0,19,1
2012,Miami (FL),ACC,12/26,12.0,12,1
2012,Tennessee,SEC,12/26,7.0,7,1
